Disease::DOID:14330	Anatomy::UBERON:0001908
Disease::DOID:10283	Anatomy::UBERON:0002371
Disease::DOID:14330	Anatomy::UBERON:0002439
Disease::DOID:3312	Anatomy::UBERON:0001088
Disease::DOID:1115	Anatomy::UBERON:0001140
Disease::DOID:1725	Anatomy::UBERON:0001103
Disease::DOID:11934	Anatomy::UBERON:0001723
Disease::DOID:1909	Anatomy::UBERON:0002387
Disease::DOID:2596	Anatomy::UBERON:0003126
Disease::DOID:6364	Anatomy::UBERON:0001643
Disease::DOID:8577	Anatomy::UBERON:0001365
Disease::DOID:4159	Anatomy::UBERON:0001567
Disease::DOID:11615	Anatomy::UBERON:0002356
Disease::DOID:1612	Anatomy::UBERON:0003889
Disease::DOID:594	Anatomy::UBERON:0001633
Disease::DOID:1909	Anatomy::UBERON:0001773
Disease::DOID:9352	Anatomy::UBERON:0001021
Disease::DOID:1115	Anatomy::UBERON:0001710
Disease::DOID:1319	Anatomy::UBERON:0001650
Disease::DOID:11239	Anatomy::UBERON:0001361
Disease::DOID:119	Anatomy::UBERON:0002382
Disease::DOID:10608	Anatomy::UBERON:0002107
Disease::DOID:2994	Anatomy::UBERON:0002453
Disease::DOID:10652	Anatomy::UBERON:0002148
Disease::DOID:2994	Anatomy::UBERON:0001981
Disease::DOID:1192	Anatomy::UBERON:0001597
Disease::DOID:11934	Anatomy::UBERON:0002517
Disease::DOID:3070	Anatomy::UBERON:0002037
Disease::DOID:9074	Anatomy::UBERON:0002521
Disease::DOID:1324	Anatomy::UBERON:0001105
Disease::DOID:3310	Anatomy::UBERON:0001691
Disease::DOID:5419	Anatomy::UBERON:0002148
Disease::DOID:418	Anatomy::UBERON:0000946
Disease::DOID:8398	Anatomy::UBERON:0000982
Disease::DOID:14330	Anatomy::UBERON:0002285
Disease::DOID:2994	Anatomy::UBERON:0002298
Disease::DOID:8398	Anatomy::UBERON:0002516
Disease::DOID:5612	Anatomy::UBERON:0002362
Disease::DOID:2174	Anatomy::UBERON:0001724
Disease::DOID:7148	Anatomy::UBERON:0001827
Disease::DOID:184	Anatomy::UBERON:0002384
Disease::DOID:12365	Anatomy::UBERON:0001986
Disease::DOID:1826	Anatomy::UBERON:0001723
Disease::DOID:1024	Anatomy::UBERON:0000026
Disease::DOID:7148	Anatomy::UBERON:0001818
Disease::DOID:8850	Anatomy::UBERON:0001650
Disease::DOID:2994	Anatomy::UBERON:0001492
Disease::DOID:14330	Anatomy::UBERON:0001460
Disease::DOID:3277	Anatomy::UBERON:0002046
Disease::DOID:9008	Anatomy::UBERON:0001488
Disease::DOID:8398	Anatomy::UBERON:0000978
Disease::DOID:10976	Anatomy::UBERON:0001231
Disease::DOID:13241	Anatomy::UBERON:0002060
Disease::DOID:12849	Anatomy::UBERON:0000970
Disease::DOID:10021	Anatomy::UBERON:0000029
Disease::DOID:1324	Anatomy::UBERON:0001911
Disease::DOID:2994	Anatomy::UBERON:0002606
Disease::DOID:4159	Anatomy::UBERON:0002521
Disease::DOID:9744	Anatomy::UBERON:0001620
Disease::DOID:1936	Anatomy::UBERON:0001620
Disease::DOID:10534	Anatomy::UBERON:0002017
Disease::DOID:1936	Anatomy::UBERON:0001986
Disease::DOID:1909	Anatomy::UBERON:0001776
Disease::DOID:13223	Anatomy::UBERON:0003216
Disease::DOID:2377	Anatomy::UBERON:0001021
Disease::DOID:5408	Anatomy::UBERON:0002414
Disease::DOID:1319	Anatomy::UBERON:0001891
Disease::DOID:784	Anatomy::UBERON:0002386
Disease::DOID:0050741	Anatomy::UBERON:0002148
Disease::DOID:3565	Anatomy::UBERON:0003129
Disease::DOID:2998	Anatomy::UBERON:0000991
Disease::DOID:12185	Anatomy::UBERON:0001647
Disease::DOID:1459	Anatomy::UBERON:0001437
Disease::DOID:10763	Anatomy::UBERON:0001759
Disease::DOID:1192	Anatomy::UBERON:0002518
Disease::DOID:9835	Anatomy::UBERON:0001908
Disease::DOID:1192	Anatomy::UBERON:0002519
Disease::DOID:635	Anatomy::UBERON:0002240
Disease::DOID:3083	Anatomy::UBERON:0000978
Disease::DOID:594	Anatomy::UBERON:0002410
Disease::DOID:8398	Anatomy::UBERON:0001365
Disease::DOID:12930	Anatomy::UBERON:0002349
Disease::DOID:3393	Anatomy::UBERON:0002082
Disease::DOID:2531	Anatomy::UBERON:0000029
Disease::DOID:8986	Anatomy::UBERON:0000011
Disease::DOID:11934	Anatomy::UBERON:0001860
Disease::DOID:4481	Anatomy::UBERON:0003126
Disease::DOID:10763	Anatomy::UBERON:0002494
Disease::DOID:2986	Anatomy::UBERON:0001980
Disease::DOID:2531	Anatomy::UBERON:0000178
Disease::DOID:1192	Anatomy::UBERON:0001720
Disease::DOID:119	Anatomy::UBERON:0000996
Disease::DOID:2355	Anatomy::UBERON:0001037
Disease::DOID:11054	Anatomy::UBERON:0001088
Disease::DOID:2841	Anatomy::UBERON:0001037
Disease::DOID:184	Anatomy::UBERON:0002389
Disease::DOID:1192	Anatomy::UBERON:0000045
Disease::DOID:11934	Anatomy::UBERON:0001677
Disease::DOID:184	Anatomy::UBERON:0001461
Disease::DOID:11615	Anatomy::UBERON:0000029
Disease::DOID:7147	Anatomy::UBERON:0001488
Disease::DOID:1612	Anatomy::UBERON:0002066
Disease::DOID:11934	Anatomy::UBERON:0003092
Disease::DOID:1324	Anatomy::UBERON:0001814
Disease::DOID:1993	Anatomy::UBERON:0001183
Disease::DOID:1324	Anatomy::UBERON:0002081
Disease::DOID:1793	Anatomy::UBERON:0000211
Disease::DOID:9008	Anatomy::UBERON:0002387
Disease::DOID:11934	Anatomy::UBERON:0001679
Disease::DOID:1781	Anatomy::UBERON:0001585
Disease::DOID:11054	Anatomy::UBERON:0001300
Disease::DOID:1612	Anatomy::UBERON:0001911
Disease::DOID:1115	Anatomy::UBERON:0002103
Disease::DOID:3393	Anatomy::UBERON:0002494
Disease::DOID:1793	Anatomy::UBERON:0001640
Disease::DOID:1936	Anatomy::UBERON:0001637
Disease::DOID:10534	Anatomy::UBERON:0002466
Disease::DOID:5419	Anatomy::UBERON:0002368
Disease::DOID:8778	Anatomy::UBERON:0002378
Disease::DOID:10941	Anatomy::UBERON:0001678
Disease::DOID:2355	Anatomy::UBERON:0001980
Disease::DOID:263	Anatomy::UBERON:0001224
Disease::DOID:10871	Anatomy::UBERON:0001796
Disease::DOID:3953	Anatomy::UBERON:0001348
Disease::DOID:2174	Anatomy::UBERON:0001679
Disease::DOID:10608	Anatomy::UBERON:0002414
Disease::DOID:1192	Anatomy::UBERON:0001649
Disease::DOID:175	Anatomy::UBERON:0001532
Disease::DOID:1319	Anatomy::UBERON:0001846
Disease::DOID:11934	Anatomy::UBERON:0002418
Disease::DOID:11920	Anatomy::UBERON:0002046
Disease::DOID:1192	Anatomy::UBERON:0001676
Disease::DOID:2394	Anatomy::UBERON:0002371
Disease::DOID:184	Anatomy::UBERON:0002414
Disease::DOID:1192	Anatomy::UBERON:0001831
Disease::DOID:13241	Anatomy::UBERON:0000970
Disease::DOID:175	Anatomy::UBERON:0001529
Disease::DOID:1115	Anatomy::UBERON:0002387
Disease::DOID:1024	Anatomy::UBERON:0001089
Disease::DOID:10871	Anatomy::UBERON:0000482
Disease::DOID:3565	Anatomy::UBERON:0001896
Disease::DOID:9744	Anatomy::UBERON:0001322
Disease::DOID:0060119	Anatomy::UBERON:0001532
Disease::DOID:10763	Anatomy::UBERON:0001649
Disease::DOID:1115	Anatomy::UBERON:0001300
Disease::DOID:585	Anatomy::UBERON:0001224
Disease::DOID:12236	Anatomy::UBERON:0000483
Disease::DOID:9352	Anatomy::UBERON:0002385
Disease::DOID:1993	Anatomy::UBERON:0000011
Disease::DOID:9352	Anatomy::UBERON:0002386
Disease::DOID:363	Anatomy::UBERON:0000992
Disease::DOID:14221	Anatomy::UBERON:0001637
Disease::DOID:2994	Anatomy::UBERON:0001323
Disease::DOID:9970	Anatomy::UBERON:0002385
Disease::DOID:216	Anatomy::UBERON:0002397
Disease::DOID:1324	Anatomy::UBERON:0002016
Disease::DOID:175	Anatomy::UBERON:0001516
Disease::DOID:9744	Anatomy::UBERON:0002386
Disease::DOID:8850	Anatomy::UBERON:0000974
Disease::DOID:3070	Anatomy::UBERON:0002347
Disease::DOID:10652	Anatomy::UBERON:0001890
Disease::DOID:1936	Anatomy::UBERON:0001070
Disease::DOID:5041	Anatomy::UBERON:0003126
Disease::DOID:10941	Anatomy::UBERON:0001529
Disease::DOID:4159	Anatomy::UBERON:0001460
Disease::DOID:1319	Anatomy::UBERON:0000988
Disease::DOID:2596	Anatomy::UBERON:0002046
Disease::DOID:4362	Anatomy::UBERON:0000996
Disease::DOID:0060119	Anatomy::UBERON:0000029
Disease::DOID:2994	Anatomy::UBERON:0002450
Disease::DOID:14004	Anatomy::UBERON:0001515
Disease::DOID:14330	Anatomy::UBERON:0000033
Disease::DOID:9074	Anatomy::UBERON:0001090
Disease::DOID:1319	Anatomy::UBERON:0001896
Disease::DOID:14268	Anatomy::UBERON:0001193
Disease::DOID:2355	Anatomy::UBERON:0002385
Disease::DOID:9074	Anatomy::UBERON:0001103
Disease::DOID:7148	Anatomy::UBERON:0001465
Disease::DOID:12930	Anatomy::UBERON:0002352
Disease::DOID:784	Anatomy::UBERON:0001007
Disease::DOID:784	Anatomy::UBERON:0001404
Disease::DOID:8850	Anatomy::UBERON:0001456
Disease::DOID:1115	Anatomy::UBERON:0001135
Disease::DOID:10941	Anatomy::UBERON:0002362
Disease::DOID:2994	Anatomy::UBERON:0000922
Disease::DOID:263	Anatomy::UBERON:0001143
Disease::DOID:11819	Anatomy::UBERON:0000057
Disease::DOID:5875	Anatomy::UBERON:0001516
Disease::DOID:8986	Anatomy::UBERON:0000955
Disease::DOID:1964	Anatomy::UBERON:0000995
Disease::DOID:7148	Anatomy::UBERON:0001485
Disease::DOID:2994	Anatomy::UBERON:0002097
Disease::DOID:2377	Anatomy::UBERON:0001645
Disease::DOID:11934	Anatomy::UBERON:0001831
Disease::DOID:5419	Anatomy::UBERON:0001705
Disease::DOID:2994	Anatomy::UBERON:0001775
Disease::DOID:10283	Anatomy::UBERON:0001000
Disease::DOID:1826	Anatomy::UBERON:0001759
Disease::DOID:10941	Anatomy::UBERON:0001697
Disease::DOID:5419	Anatomy::UBERON:0001771
Disease::DOID:184	Anatomy::UBERON:0001598
Disease::DOID:1245	Anatomy::UBERON:0000997
Disease::DOID:0060119	Anatomy::UBERON:0000033
Disease::DOID:6364	Anatomy::UBERON:0001989
Disease::DOID:784	Anatomy::UBERON:0001148
Disease::DOID:11555	Anatomy::UBERON:0001986
Disease::DOID:1686	Anatomy::UBERON:0001697
Disease::DOID:2174	Anatomy::UBERON:0001827
Disease::DOID:1725	Anatomy::UBERON:0002450
Disease::DOID:3565	Anatomy::UBERON:0001579
Disease::DOID:1319	Anatomy::UBERON:0001677
Disease::DOID:11934	Anatomy::UBERON:0001597
Disease::DOID:2994	Anatomy::UBERON:0002387
Disease::DOID:635	Anatomy::UBERON:0001744
Disease::DOID:3277	Anatomy::UBERON:0000977
Disease::DOID:4989	Anatomy::UBERON:0001007
Disease::DOID:3310	Anatomy::UBERON:0001711
Disease::DOID:3571	Anatomy::UBERON:0002294
Disease::DOID:1192	Anatomy::UBERON:0001785
Disease::DOID:3070	Anatomy::UBERON:0000955
Disease::DOID:3277	Anatomy::UBERON:0002081
Disease::DOID:9008	Anatomy::UBERON:0001130
Disease::DOID:1319	Anatomy::UBERON:0001532
Disease::DOID:3565	Anatomy::UBERON:0002240
Disease::DOID:2174	Anatomy::UBERON:0001769
Disease::DOID:11239	Anatomy::UBERON:0002378
Disease::DOID:1324	Anatomy::UBERON:0002299
Disease::DOID:2174	Anatomy::UBERON:0002500
Disease::DOID:10763	Anatomy::UBERON:0001530
Disease::DOID:3565	Anatomy::UBERON:0002517
Disease::DOID:2355	Anatomy::UBERON:0001914
Disease::DOID:3070	Anatomy::UBERON:0002361
Disease::DOID:8577	Anatomy::UBERON:0002439
Disease::DOID:3310	Anatomy::UBERON:0001456
Disease::DOID:10763	Anatomy::UBERON:0001140
Disease::DOID:1826	Anatomy::UBERON:0002037
Disease::DOID:1115	Anatomy::UBERON:0002107
Disease::DOID:2355	Anatomy::UBERON:0001463
Disease::DOID:175	Anatomy::UBERON:0002016
Disease::DOID:1319	Anatomy::UBERON:0002368
Disease::DOID:1826	Anatomy::UBERON:0001690
Disease::DOID:2394	Anatomy::UBERON:0001638
Disease::DOID:12849	Anatomy::UBERON:0002037
Disease::DOID:3953	Anatomy::UBERON:0001638
Disease::DOID:784	Anatomy::UBERON:0004535
Disease::DOID:13223	Anatomy::UBERON:0000996
Disease::DOID:0050741	Anatomy::UBERON:0000011
Disease::DOID:9296	Anatomy::UBERON:0001037
Disease::DOID:2355	Anatomy::UBERON:0001969
Disease::DOID:11476	Anatomy::UBERON:0001684
Disease::DOID:14221	Anatomy::UBERON:0001398
Disease::DOID:12849	Anatomy::UBERON:0001037
Disease::DOID:1612	Anatomy::UBERON:0000029
Disease::DOID:0060119	Anatomy::UBERON:0001676
Disease::DOID:7147	Anatomy::UBERON:0002205
Disease::DOID:10283	Anatomy::UBERON:0001008
Disease::DOID:8778	Anatomy::UBERON:0002110
Disease::DOID:13241	Anatomy::UBERON:0002097
Disease::DOID:9352	Anatomy::UBERON:0001494
Disease::DOID:11934	Anatomy::UBERON:0003129
Disease::DOID:184	Anatomy::UBERON:0002228
Disease::DOID:219	Anatomy::UBERON:0002378
Disease::DOID:9352	Anatomy::UBERON:0002060
Disease::DOID:3393	Anatomy::UBERON:0000975
Disease::DOID:4045	Anatomy::UBERON:0001737
Disease::DOID:3121	Anatomy::UBERON:0000483
Disease::DOID:2377	Anatomy::UBERON:0000959
Disease::DOID:1024	Anatomy::UBERON:0001691
Disease::DOID:2994	Anatomy::UBERON:0002240
Disease::DOID:1826	Anatomy::UBERON:0000033
Disease::DOID:5419	Anatomy::UBERON:0002275
Disease::DOID:0050741	Anatomy::UBERON:0001836
Disease::DOID:7147	Anatomy::UBERON:0002481
Disease::DOID:5408	Anatomy::UBERON:0001785
Disease::DOID:1115	Anatomy::UBERON:0003889
Disease::DOID:2355	Anatomy::UBERON:0001437
Disease::DOID:7148	Anatomy::UBERON:0002418
Disease::DOID:8577	Anatomy::UBERON:0002356
Disease::DOID:13378	Anatomy::UBERON:0002387
Disease::DOID:1459	Anatomy::UBERON:0000007
Disease::DOID:1826	Anatomy::UBERON:0003129
Disease::DOID:1324	Anatomy::UBERON:0000975
Disease::DOID:4362	Anatomy::UBERON:0000056
Disease::DOID:11949	Anatomy::UBERON:0001744
Disease::DOID:9352	Anatomy::UBERON:0000966
Disease::DOID:13223	Anatomy::UBERON:0002411
Disease::DOID:12361	Anatomy::UBERON:0000941
Disease::DOID:8893	Anatomy::UBERON:0001037
Disease::DOID:2994	Anatomy::UBERON:0001750
Disease::DOID:1192	Anatomy::UBERON:0000959
Disease::DOID:11934	Anatomy::UBERON:0001708
Disease::DOID:9074	Anatomy::UBERON:0001365
Disease::DOID:6364	Anatomy::UBERON:0001535
Disease::DOID:9206	Anatomy::UBERON:0000483
Disease::DOID:5875	Anatomy::UBERON:0001300
Disease::DOID:9074	Anatomy::UBERON:0001705
Disease::DOID:10871	Anatomy::UBERON:0001697
Disease::DOID:635	Anatomy::UBERON:0001827
Disease::DOID:363	Anatomy::UBERON:0002512
Disease::DOID:1725	Anatomy::UBERON:0000992
Disease::DOID:0050741	Anatomy::UBERON:0000473
Disease::DOID:13223	Anatomy::UBERON:0001637
Disease::DOID:13223	Anatomy::UBERON:0000042
Disease::DOID:219	Anatomy::UBERON:0001008
Disease::DOID:13241	Anatomy::UBERON:0001638
Disease::DOID:10763	Anatomy::UBERON:0002113
Disease::DOID:2994	Anatomy::UBERON:0001724
Disease::DOID:5875	Anatomy::UBERON:0001815
Disease::DOID:5419	Anatomy::UBERON:0001905
Disease::DOID:9835	Anatomy::UBERON:0001775
Disease::DOID:1024	Anatomy::UBERON:0001981
Disease::DOID:9970	Anatomy::UBERON:0002204
Disease::DOID:5612	Anatomy::UBERON:0000974
Disease::DOID:219	Anatomy::UBERON:0001135
Disease::DOID:6364	Anatomy::UBERON:0002377
Disease::DOID:10021	Anatomy::UBERON:0002394
Disease::DOID:11612	Anatomy::UBERON:0002368
Disease::DOID:9296	Anatomy::UBERON:0002515
Disease::DOID:13189	Anatomy::UBERON:0001461
Disease::DOID:9074	Anatomy::UBERON:0002523
Disease::DOID:10608	Anatomy::UBERON:0000482
Disease::DOID:1909	Anatomy::UBERON:0001769
Disease::DOID:11949	Anatomy::UBERON:0001017
Disease::DOID:1790	Anatomy::UBERON:0002352
Disease::DOID:3571	Anatomy::UBERON:0001193
Disease::DOID:10021	Anatomy::UBERON:0001007
Disease::DOID:14330	Anatomy::UBERON:0002037
Disease::DOID:2998	Anatomy::UBERON:0000922
Disease::DOID:10871	Anatomy::UBERON:0001786
Disease::DOID:1115	Anatomy::UBERON:0000026
Disease::DOID:3393	Anatomy::UBERON:0001529
Disease::DOID:5559	Anatomy::UBERON:0001529
Disease::DOID:9296	Anatomy::UBERON:0001597
Disease::DOID:9352	Anatomy::UBERON:0001324
Disease::DOID:585	Anatomy::UBERON:0001228
Disease::DOID:10941	Anatomy::UBERON:0002500
Disease::DOID:1781	Anatomy::UBERON:0001044
Disease::DOID:1595	Anatomy::UBERON:0001836
Disease::DOID:2994	Anatomy::UBERON:0001908
Disease::DOID:0050741	Anatomy::UBERON:0000955
Disease::DOID:2998	Anatomy::UBERON:0003889
Disease::DOID:2394	Anatomy::UBERON:0002450
Disease::DOID:8577	Anatomy::UBERON:0002017
Disease::DOID:10534	Anatomy::UBERON:0001135
Disease::DOID:184	Anatomy::UBERON:0002382
Disease::DOID:8398	Anatomy::UBERON:0002413
Disease::DOID:5559	Anatomy::UBERON:0001587
Disease::DOID:5612	Anatomy::UBERON:0001535
Disease::DOID:13499	Anatomy::UBERON:0002439
Disease::DOID:12185	Anatomy::UBERON:0001846
Disease::DOID:2998	Anatomy::UBERON:0000992
Disease::DOID:9352	Anatomy::UBERON:0000989
Disease::DOID:824	Anatomy::UBERON:0002384
Disease::DOID:8850	Anatomy::UBERON:0001723
Disease::DOID:263	Anatomy::UBERON:0001231
Disease::DOID:418	Anatomy::UBERON:0002441
Disease::DOID:4481	Anatomy::UBERON:0001037
Disease::DOID:9352	Anatomy::UBERON:0002523
Disease::DOID:119	Anatomy::UBERON:0002356
Disease::DOID:784	Anatomy::UBERON:0001494
Disease::DOID:2377	Anatomy::UBERON:0001322
Disease::DOID:5041	Anatomy::UBERON:0001135
Disease::DOID:12849	Anatomy::UBERON:0001007
Disease::DOID:263	Anatomy::UBERON:0000056
Disease::DOID:2994	Anatomy::UBERON:0001679
Disease::DOID:9744	Anatomy::UBERON:0001089
Disease::DOID:184	Anatomy::UBERON:0006849
Disease::DOID:9835	Anatomy::UBERON:0001827
Disease::DOID:12930	Anatomy::UBERON:0000948
Disease::DOID:13499	Anatomy::UBERON:0001744
Disease::DOID:12849	Anatomy::UBERON:0000988
Disease::DOID:4159	Anatomy::UBERON:0001744
Disease::DOID:332	Anatomy::UBERON:0002102
Disease::DOID:1993	Anatomy::UBERON:0000056
Disease::DOID:332	Anatomy::UBERON:0001650
Disease::DOID:1319	Anatomy::UBERON:0001070
Disease::DOID:1595	Anatomy::UBERON:0002046
Disease::DOID:1781	Anatomy::UBERON:0000974
Disease::DOID:5559	Anatomy::UBERON:0002371
Disease::DOID:219	Anatomy::UBERON:0001300
Disease::DOID:8893	Anatomy::UBERON:0001986
Disease::DOID:11555	Anatomy::UBERON:0001796
Disease::DOID:12849	Anatomy::UBERON:0001456
Disease::DOID:9296	Anatomy::UBERON:0001734
Disease::DOID:1024	Anatomy::UBERON:0001647
Disease::DOID:332	Anatomy::UBERON:0001723
Disease::DOID:784	Anatomy::UBERON:0001132
Disease::DOID:363	Anatomy::UBERON:0000996
Disease::DOID:5408	Anatomy::UBERON:0006849
Disease::DOID:1192	Anatomy::UBERON:0001780
Disease::DOID:2841	Anatomy::UBERON:0000011
Disease::DOID:2174	Anatomy::UBERON:0001702
Disease::DOID:14330	Anatomy::UBERON:0000010
Disease::DOID:9970	Anatomy::UBERON:0002369
Disease::DOID:13223	Anatomy::UBERON:0001135
Disease::DOID:10153	Anatomy::UBERON:0000483
Disease::DOID:1612	Anatomy::UBERON:0000992
Disease::DOID:12365	Anatomy::UBERON:0002113
Disease::DOID:11714	Anatomy::UBERON:0001398
Disease::DOID:9008	Anatomy::UBERON:0002398
Disease::DOID:332	Anatomy::UBERON:0002413
Disease::DOID:9352	Anatomy::UBERON:0000978
Disease::DOID:2994	Anatomy::UBERON:0001237
Disease::DOID:1319	Anatomy::UBERON:0001643
Disease::DOID:3565	Anatomy::UBERON:0001707
Disease::DOID:1909	Anatomy::UBERON:0002389
Disease::DOID:2394	Anatomy::UBERON:0002512
Disease::DOID:14004	Anatomy::UBERON:0001530
Disease::DOID:332	Anatomy::UBERON:0001021
Disease::DOID:5041	Anatomy::UBERON:0002048
Disease::DOID:10871	Anatomy::UBERON:0001773
Disease::DOID:11555	Anatomy::UBERON:0000964
Disease::DOID:4989	Anatomy::UBERON:0001064
Disease::DOID:986	Anatomy::UBERON:0001037
Disease::DOID:1909	Anatomy::UBERON:0002362
Disease::DOID:14221	Anatomy::UBERON:0002405
Disease::DOID:3312	Anatomy::UBERON:0001089
Disease::DOID:1319	Anatomy::UBERON:0002707
Disease::DOID:3393	Anatomy::UBERON:0001516
Disease::DOID:1936	Anatomy::UBERON:0000989
Disease::DOID:1324	Anatomy::UBERON:0001111
Disease::DOID:6364	Anatomy::UBERON:0001456
Disease::DOID:1319	Anatomy::UBERON:0001886
Disease::DOID:3393	Anatomy::UBERON:0001406
Disease::DOID:11934	Anatomy::UBERON:0001840
Disease::DOID:8893	Anatomy::UBERON:0002398
Disease::DOID:9744	Anatomy::UBERON:0001437
Disease::DOID:7148	Anatomy::UBERON:0001470
Disease::DOID:3277	Anatomy::UBERON:0002390
Disease::DOID:10763	Anatomy::UBERON:0001398
Disease::DOID:12361	Anatomy::UBERON:0002046
Disease::DOID:2994	Anatomy::UBERON:0001070
Disease::DOID:12306	Anatomy::UBERON:0001702
Disease::DOID:8986	Anatomy::UBERON:0002275
Disease::DOID:1936	Anatomy::UBERON:0002060
Disease::DOID:13241	Anatomy::UBERON:0000997
Disease::DOID:184	Anatomy::UBERON:0001685
Disease::DOID:11819	Anatomy::UBERON:0002113
Disease::DOID:5612	Anatomy::UBERON:0002414
Disease::DOID:418	Anatomy::UBERON:0002204
Disease::DOID:10283	Anatomy::UBERON:0000473
Disease::DOID:1094	Anatomy::UBERON:0002410
Disease::DOID:14330	Anatomy::UBERON:0001577
Disease::DOID:1909	Anatomy::UBERON:0000053
Disease::DOID:1192	Anatomy::UBERON:0001460
Disease::DOID:11934	Anatomy::UBERON:0001837
Disease::DOID:14330	Anatomy::UBERON:0002387
Disease::DOID:5419	Anatomy::UBERON:0001643
Disease::DOID:184	Anatomy::UBERON:0001460
Disease::DOID:1686	Anatomy::UBERON:0000970
Disease::DOID:5041	Anatomy::UBERON:0002407
Disease::DOID:9352	Anatomy::UBERON:0001986
Disease::DOID:4362	Anatomy::UBERON:0002450
Disease::DOID:8986	Anatomy::UBERON:0001771
Disease::DOID:10283	Anatomy::UBERON:0000029
Disease::DOID:1993	Anatomy::UBERON:0002017
Disease::DOID:7693	Anatomy::UBERON:0001515
Disease::DOID:1793	Anatomy::UBERON:0001064
Disease::DOID:1319	Anatomy::UBERON:0001647
Disease::DOID:1964	Anatomy::UBERON:0000474
Disease::DOID:1909	Anatomy::UBERON:0001796
Disease::DOID:14268	Anatomy::UBERON:0001175
Disease::DOID:10941	Anatomy::UBERON:0001677
Disease::DOID:8850	Anatomy::UBERON:0002384
Disease::DOID:10534	Anatomy::UBERON:0000211
Disease::DOID:184	Anatomy::UBERON:0002418
Disease::DOID:5419	Anatomy::UBERON:0001017
Disease::DOID:4989	Anatomy::UBERON:0001264
Disease::DOID:363	Anatomy::UBERON:0000042
Disease::DOID:11714	Anatomy::UBERON:0000922
Disease::DOID:2394	Anatomy::UBERON:0001295
